(1, 2, 10, 20)
(1, 2, 10, 21)
(1, 2, 10, 22)
(1, 2, 10, 23)
(1, 2, 10, 24)
(1, 2, 10, 25)
(1, 2, 10, 26)
(1, 2, 10, 27)
(1, 2, 10, 28)
(1, 2, 10, 29)
(1, 2, 10, 30)
(1, 2, 11, 20)
(1, 2, 11, 21)
(1, 2, 11, 22)
(1, 2, 11, 23)
(1, 2, 11, 24)
(1, 2, 11, 25)
(1, 2, 11, 26)
(1, 2, 11, 27)
(1, 2, 11, 28)
(1, 2, 11, 29)
(1, 2, 11, 30)
(1, 2, 12, 20)
(1, 2, 12, 21)
(1, 2, 12, 22)
(1, 2, 12, 23)
(1, 2, 12, 24)
(1, 2, 12, 25)
(1, 2, 12, 26)
(1, 2, 12, 27)
(1, 2, 12, 28)
(1, 2, 12, 29)
(1, 2, 12, 30)
(1, 2, 13, 20)
(1, 2, 13, 21)
(1, 2, 13, 22)
(1, 2, 13, 23)
(1, 2, 13, 24)
(1, 2, 13, 25)
(1, 2, 13, 26)
(1, 2, 13, 27)
(1, 2, 13, 28)
(1, 2, 13, 29)
(1, 2, 13, 30)
(1, 2, 14, 20)
(1, 2, 14, 21)
(1, 2, 14, 22)
(1, 2, 14, 23)
(1, 2, 14, 24)
(1, 2, 14, 25)
(1, 2, 14, 26)
(1, 2, 14, 27)
(1, 2, 14, 28)
(1, 2, 14, 29)
(1, 2, 14, 30)
(1, 2, 15, 20)
(1, 2, 15, 21)
(1, 2, 15, 22)
(1, 2, 15, 23)
(1, 2, 15, 24)
(1, 2, 15, 25)
(1, 2, 15, 26)
(1, 2, 15, 27)
(1, 2, 15, 28)
(1, 2, 15, 29)
(1, 2, 15, 30)
(1, 2, 16, 20)
(1, 2, 16, 21)
(1, 2, 16, 22)
(1, 2, 16, 23)
(1, 2, 16, 24)
(1, 2, 16, 25)
(1, 2, 16, 26)
(1, 2, 16, 27)
(1, 2, 16, 28)
(1, 2, 16, 29)
(1, 2, 16, 30)
(1, 2, 17, 20)
(1, 2, 17, 21)
(1, 2, 17, 22)
(1, 2, 17, 23)
(1, 2, 17, 24)
(1, 2, 17, 25)
(1, 2, 17, 26)
(1, 2, 17, 27)
(1, 2, 17, 28)
(1, 2, 17, 29)
(1, 2, 17, 30)
(1, 2, 18, 20)
(1, 2, 18, 21)
(1, 2, 18, 22)
(1, 2, 18, 23)
(1, 2, 18, 24)
(1, 2, 18, 25)
(1, 2, 18, 26)
(1, 2, 18, 27)
(1, 2, 18, 28)
(1, 2, 18, 29)
(1, 2, 18, 30)
(1, 2, 19, 20)
(1, 2, 19, 21)
(1, 2, 19, 22)
(1, 2, 19, 23)
(1, 2, 19, 24)
(1, 2, 19, 25)
(1, 2, 19, 26)
(1, 2, 19, 27)
(1, 2, 19, 28)
(1, 2, 19, 29)
(1, 2, 19, 30)
(1, 2, 20, 20)
(1, 2, 20, 21)
(1, 2, 20, 22)
(1, 2, 20, 23)
(1, 2, 20, 24)
(1, 2, 20, 25)
(1, 2, 20, 26)
(1, 2, 20, 27)
(1, 2, 20, 28)
(1, 2, 20, 29)
(1, 2, 20, 30)
(1, 3, 10, 20)
(1, 3, 10, 21)
(1, 3, 10, 22)
(1, 3, 10, 23)
(1, 3, 10, 24)
(1, 3, 10, 25)
(1, 3, 10, 26)
(1, 3, 10, 27)
(1, 3, 10, 28)
(1, 3, 10, 29)
(1, 3, 10, 30)
(1, 3, 11, 20)
(1, 3, 11, 21)
(1, 3, 11, 22)
(1, 3, 11, 23)
(1, 3, 11, 24)
(1, 3, 11, 25)
(1, 3, 11, 26)
(1, 3, 11, 27)
(1, 3, 11, 28)
(1, 3, 11, 29)
(1, 3, 11, 30)
(1, 3, 12, 20)
(1, 3, 12, 21)
(1, 3, 12, 22)
(1, 3, 12, 23)
(1, 3, 12, 24)
(1, 3, 12, 25)
(1, 3, 12, 26)
(1, 3, 12, 27)
(1, 3, 12, 28)
(1, 3, 12, 29)
(1, 3, 12, 30)
(1, 3, 13, 20)
(1, 3, 13, 21)
(1, 3, 13, 22)
(1, 3, 13, 23)
(1, 3, 13, 24)
(1, 3, 13, 25)
(1, 3, 13, 26)
(1, 3, 13, 27)
(1, 3, 13, 28)
(1, 3, 13, 29)
(1, 3, 13, 30)
(1, 3, 14, 20)
(1, 3, 14, 21)
(1, 3, 14, 22)
(1, 3, 14, 23)
(1, 3, 14, 24)
(1, 3, 14, 25)
(1, 3, 14, 26)
(1, 3, 14, 27)
(1, 3, 14, 28)
(1, 3, 14, 29)
(1, 3, 14, 30)
(1, 3, 15, 20)
(1, 3, 15, 21)
(1, 3, 15, 22)
(1, 3, 15, 23)
(1, 3, 15, 24)
(1, 3, 15, 25)
(1, 3, 15, 26)
(1, 3, 15, 27)
(1, 3, 15, 28)
(1, 3, 15, 29)
(1, 3, 15, 30)
(1, 3, 16, 20)
(1, 3, 16, 21)
(1, 3, 16, 22)
(1, 3, 16, 23)
(1, 3, 16, 24)
(1, 3, 16, 25)
(1, 3, 16, 26)
(1, 3, 16, 27)
(1, 3, 16, 28)
(1, 3, 16, 29)
(1, 3, 16, 30)
